   4.3139608e-03   1.4076336e+00   0.0000000e+00
   9.1455569e-02   1.4432006e+00   0.0000000e+00
   5.7062926e-01   1.4770501e+00   0.0000000e+00
   7.0031018e-02   1.1477928e+00   0.0000000e+00
   4.1302175e-01   1.1877406e+00   0.0000000e+00
   1.3927919e+00   1.2962451e+00   0.0000000e+00
   8.4721593e-02   9.5779279e-01   0.0000000e+00
   6.9659993e-01   9.9774058e-01   0.0000000e+00
   7.6567685e-01   1.1062451e+00   0.0000000e+00
   9.3376064e-01   1.0063217e+00   0.0000000e+00
   1.2456511e+00   1.0368867e+00   0.0000000e+00
   9.1811256e-02   7.6539667e-01   0.0000000e+00
   8.4005380e-01   8.5347364e-01   0.0000000e+00
   8.9606656e-01   9.3065889e-01   0.0000000e+00
   1.3890312e+00   8.9716985e-01   0.0000000e+00
   5.9494309e-01   5.7539667e-01   0.0000000e+00
   1.0529800e+00   6.6347364e-01   0.0000000e+00
   1.4677170e+00   7.4065889e-01   0.0000000e+00
   7.7992369e-01   5.6454252e-01   0.0000000e+00
   1.5390408e+00   3.7454252e-01   0.0000000e+00
