   1.0352054e-02   9.7936104e-01   0.0000000e+00
   5.6379789e-02   1.0024013e+00   0.0000000e+00
   7.5566882e-02   1.0713164e+00   0.0000000e+00
   1.1869992e-01   1.0329278e+00   0.0000000e+00
   1.1985001e-01   1.0517633e+00   0.0000000e+00
   1.4862871e-01   9.7623344e-01   0.0000000e+00
   1.6212973e-01   1.0689740e+00   0.0000000e+00
   1.7984373e-01   9.7520491e-01   0.0000000e+00
   1.8487164e-01   1.0589309e+00   0.0000000e+00
   1.8508172e-01   9.9914892e-01   0.0000000e+00
   1.8663781e-01   1.0222634e+00   0.0000000e+00
   1.8731345e-01   1.0458943e+00   0.0000000e+00
   1.9235564e-01   9.7912599e-01   0.0000000e+00
   2.0322078e-01   9.9389287e-01   0.0000000e+00
   2.1828670e-01   1.0272903e+00   0.0000000e+00
   2.1883110e-01   9.7840118e-01   0.0000000e+00
   2.3010177e-01   1.0665574e+00   0.0000000e+00
   2.6046779e-01   1.0701049e+00   0.0000000e+00
   2.6215253e-01   1.0806266e+00   0.0000000e+00
   2.7750793e-01   1.0411507e+00   0.0000000e+00
   2.8686820e-01   9.5825442e-01   0.0000000e+00
   3.0311434e-01   1.0299843e+00   0.0000000e+00
   3.0897775e-01   9.8570501e-01   0.0000000e+00
   3.0934515e-01   9.7964619e-01   0.0000000e+00
   3.0991179e-01   9.8382008e-01   0.0000000e+00
   3.3181916e-01   9.5151512e-01   0.0000000e+00
   3.3890733e-01   1.0427235e+00   0.0000000e+00
   3.5507477e-01   1.0035726e+00   0.0000000e+00
   3.7872682e-01   1.0246691e+00   0.0000000e+00
   4.0084778e-01   1.0271405e+00   0.0000000e+00
   4.1151475e-01   1.0162053e+00   0.0000000e+00
   4.2785701e-01   9.7977000e-01   0.0000000e+00
   4.4581928e-01   1.0094816e+00   0.0000000e+00
   4.4761543e-01   9.8069398e-01   0.0000000e+00
   4.6283497e-01   9.5526437e-01   0.0000000e+00
   4.9079402e-01   1.0283880e+00   0.0000000e+00
   4.9274964e-01   1.0126367e+00   0.0000000e+00
   5.0584051e-01   9.9727879e-01   0.0000000e+00
   5.1612050e-01   9.5440537e-01   0.0000000e+00
   5.3696494e-01   1.0325151e+00   0.0000000e+00
   5.8387153e-01   1.0037572e+00   0.0000000e+00
   6.4345922e-01   9.8789166e-01   0.0000000e+00
   6.9417536e-01   9.7284543e-01   0.0000000e+00
   7.1494002e-01   9.6168182e-01   0.0000000e+00
   7.2323466e-01   9.6106627e-01   0.0000000e+00
   9.5529516e-03   7.9333272e-01   0.0000000e+00
   2.7776256e-02   9.3554143e-01   0.0000000e+00
   3.2948884e-02   8.2890224e-01   0.0000000e+00
   5.0917563e-02   8.8396940e-01   0.0000000e+00
   6.7286162e-02   8.9257704e-01   0.0000000e+00
