   1.9079752e-01   1.3818954e+00   0.0000000e+00
   4.0329194e-01   1.3990306e+00   0.0000000e+00
   4.8095023e-01   1.5075310e+00   0.0000000e+00
   5.7007864e-01   1.3879726e+00   0.0000000e+00
   1.0134395e+00   1.3951327e+00   0.0000000e+00
   1.1308436e+00   1.4353241e+00   0.0000000e+00
   1.2173785e+00   1.3376918e+00   0.0000000e+00
   1.2596076e+00   1.3835908e+00   0.0000000e+00
   1.3337122e+00   1.3980107e+00   0.0000000e+00
   1.3494800e+00   1.3592313e+00   0.0000000e+00
   5.1245681e-02   1.1481673e+00   0.0000000e+00
   1.1664942e-01   1.1943170e+00   0.0000000e+00
   3.8368473e-01   1.1439785e+00   0.0000000e+00
   5.0519097e-01   1.2825035e+00   0.0000000e+00
   6.2204275e-01   1.3165443e+00   0.0000000e+00
   6.5208151e-01   1.2742774e+00   0.0000000e+00
   7.4504953e-01   1.1679206e+00   0.0000000e+00
   1.1537435e+00   1.1810867e+00   0.0000000e+00
   1.2186489e+00   1.1990533e+00   0.0000000e+00
   1.4796038e+00   1.2129574e+00   0.0000000e+00
   4.8488075e-02   1.0353452e+00   0.0000000e+00
   1.3307861e-01   1.0725774e+00   0.0000000e+00
   3.7728992e-01   9.6850538e-01   0.0000000e+00
   6.1024579e-01   9.5263299e-01   0.0000000e+00
   7.0225237e-01   1.0526830e+00   0.0000000e+00
   1.1558718e+00   1.0830284e+00   0.0000000e+00
   1.2205769e+00   1.1034131e+00   0.0000000e+00
   1.4906414e+00   1.0948817e+00   0.0000000e+00
   8.2795596e-02   8.4534523e-01   0.0000000e+00
   6.6652857e-01   8.8257744e-01   0.0000000e+00
   9.6090466e-01   7.7850538e-01   0.0000000e+00
   1.0463931e+00   7.6263299e-01   0.0000000e+00
   1.1576214e+00   8.6268296e-01   0.0000000e+00
   1.2224893e+00   8.9302837e-01   0.0000000e+00
   6.7378991e-01   6.5534523e-01   0.0000000e+00
   7.9677235e-01   6.9257744e-01   0.0000000e+00
   1.0608232e+00   5.8850538e-01   0.0000000e+00
   1.1484477e+00   5.7263299e-01   0.0000000e+00
   1.2522044e+00   6.7268296e-01   0.0000000e+00
   1.0657934e+00   4.5218720e-01   0.0000000e+00
   1.4297473e+00   5.3489192e-01   0.0000000e+00
   1.4777652e+00   5.4673150e-01   0.0000000e+00
   1.0341838e+00   2.6218720e-01   0.0000000e+00
   1.3923954e+00   3.4489192e-01   0.0000000e+00
   1.3185575e+00   1.4534960e-01   0.0000000e+00
