-0.000000	-0.065000
0.000752	-0.063595
0.002284	-0.061663
0.004607	-0.059554
0.008528	-0.057618
0.012456	-0.055858
0.017981	-0.054270
0.020315	-0.052512
0.023463	-0.051279
0.023742	-0.034963
0.024452	0.018022
0.025848	-0.026012
0.026573	-0.055308
0.027994	-0.062151
0.028503	-0.059517
0.030030	-0.057410
0.033166	-0.055826
0.036296	-0.054067
0.040235	-0.052657
0.044179	-0.051423
0.048117	-0.050013
0.052055	-0.048604
0.055208	-0.047546
0.056362	-0.033685
0.057222	0.014564
0.058512	-0.026137
0.059380	-0.053505
0.059647	-0.061926
0.061195	-0.060520
0.062738	-0.058938
0.065886	-0.057706
0.069818	-0.056121
0.073757	-0.054711
0.078491	-0.053300
0.083215	-0.051538
0.086362	-0.050305
0.088707	-0.048898
0.091860	-0.047841
0.092629	-0.046962
0.092981	-0.032926
0.093847	0.015146
0.095170	-0.026607
0.096795	-0.052746
0.097853	-0.060990
0.100193	-0.059407
0.101730	-0.057650
0.102438	-0.054842
0.103195	-0.053613
0.103936	-0.051857
0.104688	-0.050453
0.107841	-0.049395
0.111791	-0.048336
0.115746	-0.047453
0.118096	-0.046221
0.121244	-0.044989
0.123583	-0.043406
0.124035	-0.032528
0.124204	0.012386
0.125433	-0.026385
0.127772	-0.049891
0.128908	-0.060591
0.130456	-0.059185
0.131999	-0.057604
0.135130	-0.055845
0.137480	-0.054613
0.140628	-0.053380
0.145374	-0.052320
0.148521	-0.051087
0.152465	-0.049853
0.155606	-0.048445
0.159545	-0.047035
0.162686	-0.045627
0.163868	-0.032642
0.164015	0.012973
0.165261	-0.026324
0.166869	-0.051936
0.167933	-0.060356
0.168685	-0.058951
0.171019	-0.057193
0.173364	-0.055786
0.175715	-0.054554
0.178071	-0.053498
0.181230	-0.052616
0.184382	-0.051558
0.187535	-0.050501
0.191485	-0.049442
0.194632	-0.048209
0.196983	-0.046977
0.199333	-0.045746
0.200887	-0.044515
0.201323	-0.033111
0.201470	0.012505
0.202704	-0.026442
0.205093	-0.051526
0.205365	-0.060123
0.207733	-0.059417
0.208485	-0.058013
0.210033	-0.056607
0.213180	-0.055374
0.216328	-0.054141
0.220260	-0.052556
0.222611	-0.051324
0.227352	-0.050089
0.230504	-0.049031
0.233652	-0.047798
0.237601	-0.046739
0.239946	-0.045332
0.241500	-0.044102
0.241947	-0.033048
0.242105	0.012216
0.242532	-0.026381
0.245717	-0.051464
0.246758	-0.059182
0.249109	-0.057950
0.251448	-0.056368
0.254584	-0.054784
0.256924	-0.053201
0.260066	-0.051793
0.261603	-0.050036
0.263943	-0.048453
0.266282	-0.046871
0.270226	-0.045637
0.270606	-0.032478
0.270792	0.011909
0.272004	-0.026335
0.274381	-0.051069
0.276230	-0.059137
0.276993	-0.058083
0.278542	-0.056677
0.280898	-0.055621
0.283249	-0.054389
0.285600	-0.053157
0.288747	-0.051924
0.292691	-0.050690
0.296635	-0.049456
0.300584	-0.048397
0.302929	-0.046990
0.306076	-0.045757
0.308427	-0.044525
0.309976	-0.043119
0.310416	-0.031890
0.310641	0.011269
0.311837	-0.026449
0.314972	-0.049954
0.315267	-0.059252
0.317634	-0.058547
0.318392	-0.057317
0.319160	-0.056439
0.320720	-0.055384
0.322280	-0.054329
0.324619	-0.052746
